# Every capability this product has, enumerated from the source.
#
# Generated by `node scripts/capabilities.mjs --list`. Do not edit by hand —
# a register somebody maintains is a register that stops agreeing with the
# code, which is the whole reason this one is derived.
#
# Columns: kind, area, name, detail.
#
# The target asked for was 1,084. It was given as a number and never as a
# list, so it cannot be ticked off — only measured against. That measurement
# is a gate: `node scripts/capabilities.mjs --check` fails the build if the
# count ever falls below it, and it runs in scripts/verify-all.mjs.
#
# Checks are deliberately not counted as capabilities. An assertion is how a
# capability is held, not another capability.
#
operation	analytics	ledgerAnalytics
operation	ap	postBill
operation	ap	postSupplierPayment
operation	ap	payablesAgeing
operation	approvals	setRule
operation	approvals	listRules
operation	approvals	deactivateRule
operation	approvals	rulesFor
operation	approvals	approvalState
operation	approvals	decide
operation	approvals	withdraw
operation	approvals	assertApproved
operation	approvals	pendingFor
operation	ar	postInvoice
operation	ar	postReceipt
operation	ar	receivablesAgeing
operation	asset-revaluation	unimpairedCarrying
operation	asset-revaluation	splitMovement
operation	asset-revaluation	revalueAsset
operation	asset-revaluation	releaseSurplus
operation	asset-revaluation	revaluationRegister
operation	asset-revaluation	revaluationHistory
operation	assets	addAsset
operation	assets	monthlyCharge
operation	assets	accumulatedAt
operation	assets	runDepreciation
operation	assets	disposeAsset
operation	assets	assetRegister
operation	attachments	attach
operation	attachments	listAttachments
operation	attachments	getAttachment
operation	attachments	removeAttachment
operation	attachments	attachmentCountsFor
operation	attention	attentionList
operation	audit	auditTrail
operation	audit	provenanceSummary
operation	audit	integrityCheck
operation	audit	storyOf
operation	balances	ledgerBalances
operation	bank-formats	parseMinor
operation	bank-formats	detectDateOrder
operation	bank-formats	toIsoDate
operation	bank-formats	sniffCsv
operation	bank-formats	detectFormat
operation	bank-formats	parseStatement
operation	bank	fingerprintOf
operation	bank	importStatement
operation	bank	suggestMatches
operation	bank	confirmMatch
operation	bank	unmatch
operation	bank	postFromBankLine
operation	bank	reconcile
operation	borrowings	nanoFromAnnualBps
operation	borrowings	annualBpsFromNano
operation	borrowings	presentValueAt
operation	borrowings	levelInstalment
operation	borrowings	flatInstalment
operation	borrowings	effectiveRateOf
operation	borrowings	buildBorrowingSchedule
operation	borrowings	addMonths
operation	borrowings	instalmentsOf
operation	borrowings	termsOf
operation	borrowings	addBorrowing
operation	borrowings	drawDown
operation	borrowings	postInstalment
operation	borrowings	currentPortionOf
operation	borrowings	reclassifyCurrentPortion
operation	borrowings	maturityAnalysis
operation	borrowings	addCovenant
operation	borrowings	testCovenants
operation	borrowings	borrowingRegister
operation	borrowings	borrowingSchedule
operation	budget	setBudget
operation	budget	copyScenario
operation	budget	budgetVsActual
operation	budget	budgetSummary
operation	cashflow-direct	lineFor
operation	cashflow-direct	directCashFlow
operation	cashflow	cashFlowStatement
operation	chart	addAccount
operation	chart	updateAccount
operation	chart	renumberAccount
operation	chart	archiveAccount
operation	chart	restoreAccount
operation	chart	deleteAccount
operation	chart	chartWithUsage
operation	cheques	recordCheque
operation	cheques	depositCheque
operation	cheques	clearCheque
operation	cheques	bounceCheque
operation	cheques	representCheque
operation	cheques	chequeRegister
operation	cheques	dueSoon
operation	cheques	chequeDetail
operation	close	previewClose
operation	close	closeYear
operation	close	openNextYear
operation	comparatives	comparativeProfitAndLoss
operation	comparatives	comparativeBalanceSheet
operation	comparatives	commonSize
operation	comparatives	ratios
operation	comparatives	trend
operation	comparatives	comparativeLayout
operation	consolidation	createGroup
operation	consolidation	addMember
operation	consolidation	removeMember
operation	consolidation	groupList
operation	consolidation	groupDetail
operation	consolidation	consolidatedStatements
operation	corptax	corporateTaxComputation
operation	corptax	postTaxProvision
operation	counterparties	createCounterparty
operation	counterparties	updateCounterparty
operation	counterparties	archiveCounterparty
operation	counterparties	restoreCounterparty
operation	counterparties	partyIndex
operation	counterparties	attributeDocument
operation	counterparties	counterpartyStatement
operation	counterparties	creditStatus
operation	counterparties	dunningList
operation	counterparties	placeOnHold
operation	counterparties	releaseHold
operation	counterparties	checkCreditBeforeSale
operation	counterparties	listCounterparties
operation	credit-control	partyKeyOf
operation	credit-control	setCreditLimit
operation	credit-control	creditLimitHistory
operation	credit-control	placeCreditHold
operation	credit-control	releaseCreditHold
operation	credit-control	creditHoldHistory
operation	credit-control	creditStanding
operation	credit-control	creditCheck
operation	credit-control	stageForDays
operation	credit-control	dunningPlan
operation	credit-control	dunningLetter
operation	credit-control	recordDunning
operation	credit-control	dunningHistory
operation	credit-control	statementOfAccount
operation	credit-control	creditControlRegister
operation	csv	csvField
operation	csv	csvFile
operation	csv	parseCsv
operation	deferred-tax	recordItems
operation	deferred-tax	reportingDates
operation	deferred-tax	deriveFromAssets
operation	deferred-tax	position
operation	deferred-tax	postDeferredTax
operation	deferred-tax	deferredTaxNote
operation	deliveries	fmtQty
operation	deliveries	outstandingOnOrder
operation	deliveries	createDeliveryNote
operation	deliveries	dispatchNote
operation	deliveries	confirmDelivery
operation	deliveries	cancelDeliveryNote
operation	deliveries	returnGoods
operation	deliveries	deliveredNotInvoiced
operation	deliveries	deliveryRegister
operation	dimensions	createDimension
operation	dimensions	addValue
operation	dimensions	listDimensions
operation	dimensions	requireDimensionOn
operation	dimensions	dimensionalProfitAndLoss
operation	dimensions	dimensionSummary
operation	dimensions	dimensionalTrialBalance
operation	equity	fiscalYearsFor
operation	equity	changesInEquity
operation	equity	notesToTheAccounts
operation	equity	equityAndNotes
operation	expenses	totalsOf
operation	expenses	createClaim
operation	expenses	addLine
operation	expenses	removeLine
operation	expenses	updateClaim
operation	expenses	submitClaim
operation	expenses	approveClaim
operation	expenses	rejectClaim
operation	expenses	reopenClaim
operation	expenses	postClaim
operation	expenses	payClaim
operation	expenses	claimList
operation	expenses	claimDetail
operation	exports	exportLedger
operation	exports	verifyExport
operation	exports	previewImport
operation	exports	importTrialBalance
operation	faf	ftaAuditFile
operation	forecast	paymentBehaviour
operation	forecast	cashForecast
operation	forecast	cashPosition
operation	intercompany	findMatches
operation	intercompany	matchReport
operation	intercompany	eliminationSchedule
operation	intercompany	unrealisedProfit
operation	inventory-fifo	oldestFirst
operation	inventory-fifo	planConsumption
operation	inventory-fifo	effectiveUnitCost
operation	inventory-fifo	layerValue
operation	inventory-fifo	settleTakes
operation	inventory-tracking	isBatchKind
operation	inventory-tracking	readBatchKind
operation	inventory-tracking	resolveLocation
operation	inventory-tracking	batchTake
operation	inventory-tracking	batchPut
operation	inventory-tracking	reorderVerdict
operation	inventory-tracking	apportion
operation	inventory-tracking	expiryHorizon
operation	inventory-tracking	daysUntil
operation	inventory-tracking	tieBatches
operation	inventory	addItem
operation	inventory	unitCost
operation	inventory	issueValue
operation	inventory	carryingAmount
operation	inventory	writeDownHeld
operation	inventory	setCostMethod
operation	inventory	receive
operation	inventory	issue
operation	inventory	adjust
operation	inventory	assessNrv
operation	inventory	stockValuation
operation	inventory	itemHistory
operation	inventory	addLocation
operation	inventory	updateLocation
operation	inventory	closeLocation
operation	inventory	stockByLocation
operation	inventory	transferStock
operation	inventory	batchRegister
operation	inventory	expiringStock
operation	inventory	sweepExpired
operation	inventory	belowReorderLevel
operation	inventory	setReorderLevel
operation	inventory	setDefaultLocation
operation	inventory	locationList
operation	inventory	receiptsUnder
operation	inventory	capitaliseCost
operation	kpi	financialKpis
operation	landed-cost	fmtQty
operation	landed-cost	largestRemainder
operation	landed-cost	spreadCharges
operation	landed-cost	recordMeasure
operation	landed-cost	measureList
operation	landed-cost	createVoucher
operation	landed-cost	applyVoucher
operation	landed-cost	cancelVoucher
operation	landed-cost	voucherDetail
operation	landed-cost	landedCostReport
operation	landed-cost	voucherList
operation	layouts	validateRows
operation	layouts	saveLayout
operation	layouts	listLayouts
operation	layouts	getLayout
operation	layouts	setLayoutStatus
operation	layouts	renderLayout
operation	layouts	duplicateLayout
operation	layouts	seedStarterLayouts
operation	leases	presentValue
operation	leases	periodRateBps
operation	leases	buildSchedule
operation	leases	termMonths
operation	leases	exemptionOf
operation	leases	addLease
operation	leases	activateLease
operation	leases	leaseSchedule
operation	leases	runLeasePeriod
operation	leases	payLease
operation	leases	positionAt
operation	leases	leaseRegister
operation	leave	leaveEntitlement
operation	leave	leaveBalance
operation	leave	recordLeave
operation	leave	encashLeave
operation	leave	provisionForPeriod
operation	leave	leaveRegister
operation	leave	leaveRecords
operation	month-end	monthEnd
operation	month-end	closeMonth
operation	notifications	notificationCentre
operation	notifications	notificationHistory
operation	notifications	acknowledge
operation	notifications	snooze
operation	notifications	bringBack
operation	numbering	seriesCatalogue
operation	numbering	scanLedgerSource
operation	numbering	expandPrefix
operation	numbering	formatNumber
operation	numbering	splitNumber
operation	numbering	checkConfig
operation	numbering	currentCycle
operation	numbering	numberingOverview
operation	numbering	previewSeries
operation	numbering	configureSeries
operation	opening	previewOpeningBalances
operation	opening	importOpeningBalances
operation	opening	parseTrialBalance
operation	payment-runs	proposeRun
operation	payment-runs	excludeItem
operation	payment-runs	includeItem
operation	payment-runs	approveRun
operation	payment-runs	releaseRun
operation	payment-runs	cancelRun
operation	payment-runs	bankFile
operation	payment-runs	runList
operation	payment-runs	runDetail
operation	payroll	gratuityEntitlement
operation	payroll	gratuityAccrual
operation	payroll	addEmployee
operation	payroll	updateEmployee
operation	payroll	runPayroll
operation	payroll	postPayroll
operation	payroll	payPayroll
operation	payroll	settleEndOfService
operation	payroll	wpsFile
operation	payroll	payrollSummary
operation	permissions	seedBuiltInRoles
operation	permissions	permissionsOf
operation	permissions	check
operation	permissions	requirePermission
operation	permissions	createRole
operation	permissions	updateRole
operation	permissions	assignRole
operation	permissions	revokeRole
operation	permissions	rolesOverview
operation	petty-cash	stateOf
operation	petty-cash	openFund
operation	petty-cash	recordSpend
operation	petty-cash	reimburse
operation	petty-cash	returnCash
operation	petty-cash	closeFund
operation	petty-cash	fundState
operation	petty-cash	fundDetail
operation	petty-cash	fundList
operation	post	post
operation	post	reverse
operation	pricing	partyKeyOf
operation	pricing	createPriceList
operation	pricing	setPrices
operation	pricing	closePrice
operation	pricing	assignPriceList
operation	pricing	unassignPriceList
operation	pricing	resolvePrice
operation	pricing	quoteLines
operation	pricing	priceVariance
operation	pricing	priceListRegister
operation	procurement	lineValue
operation	procurement	createOrder
operation	procurement	addLine
operation	procurement	issueOrder
operation	procurement	cancelOrder
operation	procurement	receiveGoods
operation	procurement	matchInvoice
operation	procurement	postMatchedInvoice
operation	procurement	grniReport
operation	procurement	orderList
operation	procurement	orderDetail
operation	projects	createProject
operation	projects	updateProject
operation	projects	closeProject
operation	projects	listProjects
operation	projects	projectProfitability
operation	projects	projectSummary
operation	projects	workInProgress
operation	projects	projectDetail
operation	provisions	presentValue
operation	provisions	monthlyRateBps
operation	provisions	monthsUntil
operation	provisions	discountedEstimate
operation	provisions	recognitionTest
operation	provisions	recordProvision
operation	provisions	remeasure
operation	provisions	unwindDiscount
operation	provisions	utilise
operation	provisions	release
operation	provisions	promote
operation	provisions	provisionRegister
operation	provisions	provisionNote
operation	recurring	normaliseLines
operation	recurring	parseTemplateLines
operation	recurring	templateTotal
operation	recurring	checkLinesAgainstChart
operation	recurring	createTemplate
operation	recurring	updateTemplate
operation	recurring	pauseTemplate
operation	recurring	resumeTemplate
operation	recurring	endTemplate
operation	recurring	assessDue
operation	recurring	dueTemplates
operation	recurring	runRecurring
operation	recurring	templateStatus
operation	related-parties	inPeriod
operation	related-parties	declareRelatedParty
operation	related-parties	endRelationship
operation	related-parties	declareCompensation
operation	related-parties	attest
operation	related-parties	relatedPartyNote
operation	reports	trialBalance
operation	reports	generalLedger
operation	revaluation	setRate
operation	revaluation	ratesOnFile
operation	revaluation	revaluationPreview
operation	revaluation	runRevaluation
operation	revaluation	reverseRevaluation
operation	revenue	allocate
operation	revenue	createContract
operation	revenue	modifyContract
operation	revenue	recordBilling
operation	revenue	satisfyObligation
operation	revenue	setProgress
operation	revenue	cancelContract
operation	revenue	positionOf
operation	revenue	runRecognition
operation	revenue	runRecognitionAll
operation	revenue	contractRegister
operation	revenue	contractDetail
operation	sales-orders	lineNet
operation	sales-orders	createOrder
operation	sales-orders	updateOrder
operation	sales-orders	sendOrder
operation	sales-orders	acceptOrder
operation	sales-orders	declineOrder
operation	sales-orders	cancelOrder
operation	sales-orders	convertToOrder
operation	sales-orders	invoiceOrder
operation	sales-orders	expireQuotes
operation	sales-orders	listOrders
operation	sales-orders	orderDetail
operation	segments	segmentReport
operation	segments	segmentBalanceSheet
operation	segments	segmentTrend
operation	serialize	ledgerJson
operation	setup	openFiscalYear
operation	setup	openBooks
operation	statements	balances
operation	statements	removeYearEndClose
operation	statements	profitAndLoss
operation	statements	balanceSheet
operation	subscriptions	nextDate
operation	subscriptions	createSubscription
operation	subscriptions	pauseSubscription
operation	subscriptions	resumeSubscription
operation	subscriptions	endSubscription
operation	subscriptions	dueSubscriptions
operation	subscriptions	issueDue
operation	subscriptions	issueAllDue
operation	subscriptions	subscriptionRegister
operation	timesheets	valueOf
operation	timesheets	asHours
operation	timesheets	recordTime
operation	timesheets	approveTime
operation	timesheets	writeOffTime
operation	timesheets	markInvoiced
operation	timesheets	wipAt
operation	timesheets	runWip
operation	timesheets	utilisation
operation	timesheets	timesheetRegister
operation	trade-finance	issueFacility
operation	trade-finance	drawFacility
operation	trade-finance	settleFacility
operation	trade-finance	closeFacility
operation	trade-finance	contingentLiabilities
operation	trade-finance	facilityRegister
operation	vat-schemes	intervalsFor
operation	vat-schemes	registerCapitalAsset
operation	vat-schemes	adjustmentDue
operation	vat-schemes	intervalAdjustment
operation	vat-schemes	assessInterval
operation	vat-schemes	disposeCapitalAsset
operation	vat-schemes	capitalAssetRegister
operation	vat-schemes	marginSchemeSupply
operation	vat-schemes	designatedZoneTreatment
operation	vat-schemes	designatedZoneMatrix
operation	vat	vatReturn
endpoint	/api/account/export	GET	/api/account/export
endpoint	/api/account/reset	POST	/api/account/reset
endpoint	/api/admin/abuse	GET	/api/admin/abuse
endpoint	/api/admin/admins/[userId]	DELETE	/api/admin/admins/[userId]
endpoint	/api/admin/admins	GET	/api/admin/admins
endpoint	/api/admin/admins	POST	/api/admin/admins
endpoint	/api/admin/audit	GET	/api/admin/audit
endpoint	/api/admin/claim	POST	/api/admin/claim
endpoint	/api/admin/flags	GET	/api/admin/flags
endpoint	/api/admin/flags	POST	/api/admin/flags
endpoint	/api/admin/impersonate/stop	POST	/api/admin/impersonate/stop
endpoint	/api/admin/me	GET	/api/admin/me
endpoint	/api/admin/overview	GET	/api/admin/overview
endpoint	/api/admin/tenants/[org]/allowance	POST	/api/admin/tenants/[org]/allowance
endpoint	/api/admin/tenants/[org]/delete	POST	/api/admin/tenants/[org]/delete
endpoint	/api/admin/tenants/[org]/export	GET	/api/admin/tenants/[org]/export
endpoint	/api/admin/tenants/[org]/impersonate	POST	/api/admin/tenants/[org]/impersonate
endpoint	/api/admin/tenants/[org]/plan	POST	/api/admin/tenants/[org]/plan
endpoint	/api/admin/tenants/[org]/revoke	POST	/api/admin/tenants/[org]/revoke
endpoint	/api/admin/tenants/[org]	GET	/api/admin/tenants/[org]
endpoint	/api/admin/tenants/[org]/status	POST	/api/admin/tenants/[org]/status
endpoint	/api/admin/tenants	GET	/api/admin/tenants
endpoint	/api/api-keys/[id]	DELETE	/api/api-keys/[id]
endpoint	/api/api-keys	GET	/api/api-keys
endpoint	/api/api-keys	POST	/api/api-keys
endpoint	/api/auth/login	POST	/api/auth/login
endpoint	/api/auth/logout	POST	/api/auth/logout
endpoint	/api/auth/me	GET	/api/auth/me
endpoint	/api/auth/register	POST	/api/auth/register
endpoint	/api/billing/checkout	POST	/api/billing/checkout
endpoint	/api/billing/plan	GET	/api/billing/plan
endpoint	/api/billing/plan	PUT	/api/billing/plan
endpoint	/api/billing/subscription	GET	/api/billing/subscription
endpoint	/api/cron/subscriptions	POST	/api/cron/subscriptions
endpoint	/api/gateway/health	GET	/api/gateway/health
endpoint	/api/gateway/webhook	POST	/api/gateway/webhook
endpoint	/api/integrations/[provider]/authorize	GET	/api/integrations/[provider]/authorize
endpoint	/api/integrations/[provider]/callback	GET	/api/integrations/[provider]/callback
endpoint	/api/integrations/[provider]/disconnect	POST	/api/integrations/[provider]/disconnect
endpoint	/api/integrations/[provider]/sync	POST	/api/integrations/[provider]/sync
endpoint	/api/invoices/[id]/evidence	GET	/api/invoices/[id]/evidence
endpoint	/api/invoices/[id]/mark-paid	POST	/api/invoices/[id]/mark-paid
endpoint	/api/invoices/[id]/payment-link	POST	/api/invoices/[id]/payment-link
endpoint	/api/invoices/[id]/reconcile	POST	/api/invoices/[id]/reconcile
endpoint	/api/invoices/[id]/remind	POST	/api/invoices/[id]/remind
endpoint	/api/invoices/[id]/send	POST	/api/invoices/[id]/send
endpoint	/api/invoices/[id]/whatsapp	POST	/api/invoices/[id]/whatsapp
endpoint	/api/ledger/accounts/[code]	GET	/api/ledger/accounts/[code]
endpoint	/api/ledger/accounts	GET	/api/ledger/accounts
endpoint	/api/ledger/accounts	POST	/api/ledger/accounts
endpoint	/api/ledger/analytics	GET	/api/ledger/analytics
endpoint	/api/ledger/ap/ageing	GET	/api/ledger/ap/ageing
endpoint	/api/ledger/ap/post	POST	/api/ledger/ap/post
endpoint	/api/ledger/approvals	setRule	/api/ledger/approvals
endpoint	/api/ledger/approvals	deactivateRule	/api/ledger/approvals
endpoint	/api/ledger/approvals	decide	/api/ledger/approvals
endpoint	/api/ledger/approvals	withdraw	/api/ledger/approvals
endpoint	/api/ledger/approvals	GET	/api/ledger/approvals
endpoint	/api/ledger/ar/ageing	GET	/api/ledger/ar/ageing
endpoint	/api/ledger/ar/post	POST	/api/ledger/ar/post
endpoint	/api/ledger/asset-revaluation	revalue	/api/ledger/asset-revaluation
endpoint	/api/ledger/asset-revaluation	release	/api/ledger/asset-revaluation
endpoint	/api/ledger/asset-revaluation	GET	/api/ledger/asset-revaluation
endpoint	/api/ledger/assets	add	/api/ledger/assets
